src,dst,type,weight
com.rafsan.inventory.controller.pos.PosController,com.rafsan.inventory.model.ProductModel,FIELD,1
com.rafsan.inventory.controller.pos.PosController,com.rafsan.inventory.model.ProductModel,CALL,2
com.rafsan.inventory.controller.pos.PosController,com.rafsan.inventory.entity.Product,CALL,4
com.rafsan.inventory.controller.pos.PosController,com.rafsan.inventory.entity.Item,CALL,1
com.rafsan.inventory.controller.pos.PosController,com.rafsan.inventory.controller.pos.InvoiceController,CALL,1
com.rafsan.inventory.controller.product.AddController,com.rafsan.inventory.interfaces.ProductInterface,IMPLEMENTS,1
com.rafsan.inventory.controller.product.AddController,com.rafsan.inventory.model.ProductModel,FIELD,1
com.rafsan.inventory.controller.product.AddController,com.rafsan.inventory.model.CategoryModel,FIELD,1
com.rafsan.inventory.controller.product.AddController,com.rafsan.inventory.model.SupplierModel,FIELD,1
com.rafsan.inventory.controller.product.AddController,com.rafsan.inventory.model.CategoryModel,CALL,2
com.rafsan.inventory.controller.product.AddController,com.rafsan.inventory.model.SupplierModel,CALL,2
com.rafsan.inventory.controller.product.AddController,com.rafsan.inventory.model.ProductModel,CALL,3
com.rafsan.inventory.controller.product.EditController,com.rafsan.inventory.interfaces.ProductInterface,IMPLEMENTS,1
com.rafsan.inventory.controller.product.EditController,com.rafsan.inventory.model.ProductModel,FIELD,1
com.rafsan.inventory.controller.product.EditController,com.rafsan.inventory.model.CategoryModel,FIELD,1
com.rafsan.inventory.controller.product.EditController,com.rafsan.inventory.model.SupplierModel,FIELD,1
com.rafsan.inventory.controller.product.EditController,com.rafsan.inventory.entity.Product,FIELD,1
com.rafsan.inventory.controller.product.EditController,com.rafsan.inventory.model.CategoryModel,CALL,2
com.rafsan.inventory.controller.product.EditController,com.rafsan.inventory.model.SupplierModel,CALL,2
com.rafsan.inventory.controller.product.EditController,com.rafsan.inventory.entity.Product,CALL,7
com.rafsan.inventory.controller.product.EditController,com.rafsan.inventory.entity.Category,CALL,1
com.rafsan.inventory.controller.product.EditController,com.rafsan.inventory.entity.Supplier,CALL,1
com.rafsan.inventory.controller.product.EditController,com.rafsan.inventory.model.ProductModel,CALL,2
com.rafsan.inventory.controller.product.ProductController,com.rafsan.inventory.interfaces.ProductInterface,IMPLEMENTS,1
com.rafsan.inventory.controller.product.ProductController,com.rafsan.inventory.entity.Product,FIELD,4
com.rafsan.inventory.controller.product.ProductController,com.rafsan.inventory.model.ProductModel,FIELD,1
com.rafsan.inventory.controller.product.ProductController,com.rafsan.inventory.model.SalesModel,FIELD,1
com.rafsan.inventory.controller.product.ProductController,com.rafsan.inventory.model.ProductModel,CALL,3
com.rafsan.inventory.controller.product.ProductController,com.rafsan.inventory.model.SalesModel,CALL,2
com.rafsan.inventory.controller.product.ProductController,com.rafsan.inventory.entity.Product,CALL,2
com.rafsan.inventory.controller.product.ProductController,com.rafsan.inventory.entity.Sale,CALL,2
com.rafsan.inventory.controller.product.ProductController,com.rafsan.inventory.controller.product.EditController,CALL,2
com.rafsan.inventory.controller.purchase.AddController,com.rafsan.inventory.interfaces.PurchaseInterface,IMPLEMENTS,1
com.rafsan.inventory.controller.purchase.AddController,com.rafsan.inventory.model.ProductModel,FIELD,1
com.rafsan.inventory.controller.purchase.AddController,com.rafsan.inventory.model.SupplierModel,FIELD,1
com.rafsan.inventory.controller.purchase.AddController,com.rafsan.inventory.model.PurchaseModel,FIELD,1
com.rafsan.inventory.controller.purchase.AddController,com.rafsan.inventory.model.ProductModel,CALL,4
com.rafsan.inventory.controller.purchase.AddController,com.rafsan.inventory.model.SupplierModel,CALL,2
com.rafsan.inventory.controller.purchase.AddController,com.rafsan.inventory.entity.Product,CALL,3
com.rafsan.inventory.controller.purchase.AddController,com.rafsan.inventory.model.PurchaseModel,CALL,3
com.rafsan.inventory.controller.purchase.AddController,com.rafsan.inventory.entity.Purchase,CALL,1
com.rafsan.inventory.controller.purchase.PurchaseController,com.rafsan.inventory.interfaces.PurchaseInterface,IMPLEMENTS,1
com.rafsan.inventory.controller.purchase.PurchaseController,com.rafsan.inventory.entity.Purchase,FIELD,4
com.rafsan.inventory.controller.purchase.PurchaseController,com.rafsan.inventory.model.PurchaseModel,FIELD,1
com.rafsan.inventory.controller.purchase.PurchaseController,com.rafsan.inventory.model.PurchaseModel,CALL,2
com.rafsan.inventory.controller.report.ReportController,com.rafsan.inventory.interfaces.ReportInterface,IMPLEMENTS,1
com.rafsan.inventory.controller.report.ReportController,com.rafsan.inventory.entity.Invoice,FIELD,4
com.rafsan.inventory.controller.report.ReportController,com.rafsan.inventory.model.InvoiceModel,FIELD,1
com.rafsan.inventory.controller.report.ReportController,com.rafsan.inventory.model.InvoiceModel,CALL,2
com.rafsan.inventory.controller.report.ReportController,com.rafsan.inventory.controller.report.ViewController,CALL,2
com.rafsan.inventory.controller.report.ViewController,com.rafsan.inventory.entity.Invoice,FIELD,1
com.rafsan.inventory.controller.report.ViewController,com.rafsan.inventory.entity.Invoice,CALL,9
com.rafsan.inventory.controller.report.ViewController,com.rafsan.inventory.entity.Employee,CALL,1
com.rafsan.inventory.controller.sales.SalesController,com.rafsan.inventory.interfaces.SaleInterface,IMPLEMENTS,1
com.rafsan.inventory.controller.sales.SalesController,com.rafsan.inventory.entity.Sale,FIELD,4
com.rafsan.inventory.controller.sales.SalesController,com.rafsan.inventory.model.SalesModel,FIELD,1
