class,method,returnType,parameters
com.rafsan.inventory.model.EmployeeModel,saveEmployee,void,com.rafsan.inventory.entity.Employee
com.rafsan.inventory.model.EmployeeModel,updateEmployee,void,com.rafsan.inventory.entity.Employee
com.rafsan.inventory.model.EmployeeModel,deleteEmployee,void,com.rafsan.inventory.entity.Employee
com.rafsan.inventory.model.EmployeeModel,checkUser,boolean,java.lang.String
com.rafsan.inventory.model.EmployeeModel,checkPassword,boolean,java.lang.String;java.lang.String
com.rafsan.inventory.model.InvoiceModel,getInvoices,ObservableList<Invoice>,
com.rafsan.inventory.model.InvoiceModel,getInvoice,com.rafsan.inventory.entity.Invoice,java.lang.String
com.rafsan.inventory.model.InvoiceModel,saveInvoice,void,com.rafsan.inventory.entity.Invoice
com.rafsan.inventory.model.InvoiceModel,deleteCategory,void,com.rafsan.inventory.entity.Invoice
com.rafsan.inventory.model.ProductModel,getProducts,ObservableList<Product>,
com.rafsan.inventory.model.ProductModel,getProduct,com.rafsan.inventory.entity.Product,long
com.rafsan.inventory.model.ProductModel,getProductByName,com.rafsan.inventory.entity.Product,java.lang.String
com.rafsan.inventory.model.ProductModel,saveProduct,void,com.rafsan.inventory.entity.Product
com.rafsan.inventory.model.ProductModel,updateProduct,void,com.rafsan.inventory.entity.Product
com.rafsan.inventory.model.ProductModel,increaseProduct,void,com.rafsan.inventory.entity.Product
com.rafsan.inventory.model.ProductModel,decreaseProduct,void,com.rafsan.inventory.entity.Product
com.rafsan.inventory.model.ProductModel,deleteProduct,void,com.rafsan.inventory.entity.Product
com.rafsan.inventory.model.ProductModel,getProductNames,ObservableList<String>,
com.rafsan.inventory.model.PurchaseModel,getPurchases,ObservableList<Purchase>,
com.rafsan.inventory.model.PurchaseModel,getPurchase,com.rafsan.inventory.entity.Purchase,long
com.rafsan.inventory.model.PurchaseModel,savePurchase,void,com.rafsan.inventory.entity.Purchase
com.rafsan.inventory.model.PurchaseModel,updatePurchase,void,com.rafsan.inventory.entity.Purchase
com.rafsan.inventory.model.PurchaseModel,deletePurchase,void,com.rafsan.inventory.entity.Purchase
com.rafsan.inventory.model.SalesModel,getSales,ObservableList<Sale>,
com.rafsan.inventory.model.SalesModel,getSaleByProductId,ObservableList<Sale>,long
com.rafsan.inventory.model.SalesModel,getSale,com.rafsan.inventory.entity.Sale,long
com.rafsan.inventory.model.SalesModel,saveSale,void,com.rafsan.inventory.entity.Sale
com.rafsan.inventory.model.SalesModel,updateSale,void,com.rafsan.inventory.entity.Sale
com.rafsan.inventory.model.SalesModel,deleteSale,void,com.rafsan.inventory.entity.Sale
com.rafsan.inventory.model.SupplierModel,getSuppliers,ObservableList<Supplier>,
com.rafsan.inventory.model.SupplierModel,getSupplier,com.rafsan.inventory.entity.Supplier,long
com.rafsan.inventory.model.SupplierModel,saveSuplier,void,com.rafsan.inventory.entity.Supplier
com.rafsan.inventory.model.SupplierModel,updateSuplier,void,com.rafsan.inventory.entity.Supplier
com.rafsan.inventory.model.SupplierModel,deleteSuplier,void,com.rafsan.inventory.entity.Supplier
com.rafsan.inventory.model.SupplierModel,getNames,ObservableList<String>,
com.rafsan.inventory.pdf.PrintInvoice,generateReport,void,
com.rafsan.inventory.pdf.PrintInvoice,createTable,PdfPTable,
com.rafsan.inventory.pdf.PrintInvoice,addEmptyLine,void,Paragraph;int
